Date,äîâø,èoóàçÇ,îÑè„çÇâcã∆óòâvó¶,âcã∆óòâvê¨í∑ó¶,îÑè„çÇê¨í∑ó¶,òJì≠ê∂éYê´ê¨í∑ó¶,ìäâ∫éëñ{óòâvó¶,å§ãÜäJî≠î‰ó¶,à◊ë÷ÉåÅ[Ég
2020/5/8,1825,1285300,10.81,12.73,-3.15,7.35,3.3,27.23,106.27
2020/5/11,1804,1176000,10.89,13,-3.23,7.3,3.31,27.21,106.36
2020/5/12,1809,1332500,10.96,13.26,-3.3,7.26,3.32,27.19,106.96
2020/5/13,1848,1972500,11.04,13.53,-3.38,7.22,3.33,27.17,107.52
2020/5/14,1823,908200,11.11,13.79,-3.46,7.17,3.34,27.15,107.12
2020/5/15,1831,1310300,11.19,14.05,-3.53,7.13,3.36,27.13,106.89
2020/5/18,1861,1036200,11.26,14.32,-3.61,7.08,3.37,27.11,107.43
2020/5/19,1849,1257300,11.34,14.58,-3.69,7.04,3.38,27.09,107.2
2020/5/20,1851,954200,11.41,14.85,-3.77,7,3.39,27.07,107.36
2020/5/21,1826,1299800,11.49,15.11,-3.84,6.95,3.41,27.05,107.98
2020/5/22,1802,1253100,11.56,15.37,-3.92,6.91,3.42,27.03,107.74
2020/5/25,1751,3204900,11.64,15.64,-4,6.87,3.43,27.01,107.75
2020/5/26,1707,5076400,11.71,15.9,-4.07,6.82,3.44,26.99,107.69
2020/5/27,1707,3010200,11.79,16.17,-4.15,6.78,3.45,26.97,107.77
2020/5/28,1726,3038500,11.87,16.43,-4.23,6.73,3.47,26.95,107.53
2020/5/29,1744,4848300,11.94,16.69,-4.3,6.69,3.48,26.93,107.92
2020/6/1,1741,1327300,12.02,16.96,-4.38,6.65,3.49,26.91,107.53
2020/6/2,1737,1822100,12.09,17.22,-4.46,6.6,3.5,26.89,107.75
2020/6/3,1715,2406900,12.17,17.49,-4.54,6.56,3.52,26.87,107.58
2020/6/4,1733,2254600,12.24,17.75,-4.61,6.51,3.53,26.85,108.71
2020/6/5,1728,2014800,12.32,18.01,-4.69,6.47,3.54,26.83,108.88
2020/6/8,1728,2142800,12.39,18.28,-4.77,6.43,3.55,26.81,109.1
2020/6/9,1766,2390700,12.47,18.54,-4.84,6.38,3.57,26.8,109.46
2020/6/10,1741,2000700,12.54,18.8,-4.92,6.34,3.58,26.78,108.08
2020/6/11,1741,2099600,12.62,19.07,-5,6.3,3.59,26.76,107.81
2020/6/12,1721,2477500,12.7,19.33,-5.08,6.25,3.6,26.74,107
2020/6/15,1705,1667600,12.77,19.6,-5.15,6.21,3.61,26.72,106.69
2020/6/16,1758,2099200,12.85,19.86,-5.23,6.16,3.63,26.7,107.24
2020/6/17,1752,1380300,12.92,20.12,-5.31,6.12,3.64,26.68,107.31
2020/6/18,1737,1153200,13,20.39,-5.38,6.08,3.65,26.66,107.35
2020/6/19,1769,2342300,13.07,20.65,-5.46,6.03,3.66,26.64,106.76
2020/6/22,1748,1100100,13.15,20.92,-5.54,5.99,3.68,26.62,106.95
2020/6/23,1739,1178700,13.22,21.18,-5.61,5.94,3.69,26.6,106.81
2020/6/24,1736,1100200,13.3,21.44,-5.69,5.9,3.7,26.58,106.97
2020/6/25,1719,1051200,13.37,21.71,-5.77,5.86,3.71,26.56,106.53
2020/6/26,1723,1375500,13.45,21.97,-5.85,5.81,3.73,26.54,107.05
2020/6/29,1717,1517700,13.52,22.24,-5.92,5.77,3.74,26.52,107.13
2020/6/30,1702,2311100,13.6,22.5,-6,5.73,3.75,26.5,107.24
2020/7/1,1683,1676700,13.58,22.62,-5.97,5.68,3.76,26.48,107.74
2020/7/2,1697,1657600,13.55,22.75,-5.93,5.64,3.77,26.46,108.11
2020/7/3,1703,829000,13.53,22.87,-5.9,5.59,3.79,26.44,107.48
2020/7/6,1713,1004900,13.5,22.99,-5.86,5.55,3.8,26.42,107.5
2020/7/7,1665,1642500,13.48,23.11,-5.83,5.51,3.81,26.4,107.66
2020/7/8,1659,1547200,13.45,23.24,-5.79,5.46,3.82,26.38,107.33
2020/7/9,1628,1591400,13.43,23.36,-5.76,5.42,3.84,26.36,107.7
2020/7/10,1635,1741100,13.4,23.48,-5.72,5.37,3.85,26.34,107.31
2020/7/13,1678,1234900,13.38,23.61,-5.69,5.33,3.86,26.32,107.1
2020/7/14,1661,844600,13.35,23.73,-5.66,5.29,3.87,26.3,106.84
2020/7/15,1677,984900,13.33,23.85,-5.62,5.24,3.89,26.28,107.25
2020/7/16,1655,1142700,13.3,23.98,-5.59,5.2,3.9,26.26,107.3
2020/7/17,1647,1030200,13.28,24.1,-5.55,5.15,3.91,26.24,106.99
2020/7/20,1644,803300,13.26,24.22,-5.52,5.11,3.92,26.22,107.28
2020/7/21,1642,837100,13.23,24.34,-5.48,5.07,3.93,26.2,107.53
2020/7/22,1634,976400,13.21,24.47,-5.45,5.02,3.95,26.19,107.23
2020/7/27,1644,1295700,13.18,24.59,-5.41,4.98,3.96,26.17,106.9
2020/7/28,1648,1298900,13.16,24.71,-5.38,4.94,3.97,26.15,105.82
2020/7/29,1635,1001300,13.13,24.84,-5.35,4.89,3.98,26.13,105.35
2020/7/30,1624,896100,13.11,24.96,-5.31,4.85,4,26.11,105.14
2020/7/31,1808,4973400,13.08,25.08,-5.28,4.8,4.01,26.09,105.11
2020/8/3,1828,2227700,13.06,25.2,-5.24,4.76,4.02,26.07,104.61
2020/8/4,1849,2245700,13.03,25.33,-5.21,4.72,4.03,26.05,106.17
2020/8/5,1840,1427900,13.01,25.45,-5.17,4.67,4.05,26.03,106.13
2020/8/6,1805,1185400,12.99,25.57,-5.14,4.63,4.06,26.01,105.63
2020/8/7,1766,1924500,12.96,25.7,-5.1,4.58,4.07,25.99,105.54
2020/8/11,1763,2052900,12.94,25.82,-5.07,4.54,4.08,25.97,105.59
2020/8/12,1782,1714100,12.91,25.94,-5.04,4.5,4.09,25.95,106.18
2020/8/13,1830,1557300,12.89,26.07,-5,4.45,4.11,25.93,106.59
2020/8/14,1819,1269900,12.86,26.19,-4.97,4.41,4.12,25.91,106.68
2020/8/17,1801,665700,12.84,26.31,-4.93,4.37,4.13,25.89,106.98
2020/8/18,1844,1291200,12.81,26.43,-4.9,4.32,4.14,25.87,106.52
2020/8/19,1877,1646800,12.79,26.56,-4.86,4.28,4.16,25.85,105.78
2020/8/20,1886,1029700,12.76,26.68,-4.83,4.23,4.17,25.83,105.18
2020/8/21,1877,768800,12.74,26.8,-4.8,4.19,4.18,25.81,106.1
2020/8/24,1894,952300,12.71,26.93,-4.76,4.15,4.19,25.79,105.7
2020/8/25,1901,1504500,12.69,27.05,-4.73,4.1,4.2,25.77,105.8
2020/8/26,1912,744300,12.67,27.17,-4.69,4.06,4.22,25.75,106.01
2020/8/27,1898,1136200,12.64,27.3,-4.66,4.01,4.23,25.73,106.45
2020/8/28,1880,1394200,12.62,27.42,-4.62,3.97,4.24,25.71,105.94
2020/8/31,1876,1214500,12.59,27.54,-4.59,3.93,4.25,25.69,106.65
2020/9/1,1888,1055700,12.57,27.66,-4.55,3.88,4.27,25.67,105.39
2020/9/2,1915,1221900,12.54,27.79,-4.52,3.84,4.28,25.65,105.9
2020/9/3,1931,1092400,12.52,27.91,-4.49,3.8,4.29,25.63,106.02
2020/9/4,1902,896400,12.49,28.03,-4.45,3.75,4.3,25.61,106.23
2020/9/7,1879,931800,12.47,28.16,-4.42,3.71,4.32,25.6,106.17
2020/9/8,1904,747400,12.44,28.28,-4.38,3.66,4.33,25.58,106.39
2020/9/9,1890,929600,12.42,28.4,-4.35,3.62,4.34,25.56,106.31
2020/9/10,1905,1016700,12.4,28.52,-4.31,3.58,4.35,25.54,105.97
2020/9/11,1911,1494500,12.37,28.65,-4.28,3.53,4.36,25.52,106.22
2020/9/14,1901,1264000,12.35,28.77,-4.24,3.49,4.38,25.5,106.16
2020/9/15,1883,1017500,12.32,28.89,-4.21,3.44,4.39,25.48,106.16
2020/9/16,1982,2280000,12.3,29.02,-4.18,3.4,4.4,25.46,105.74
2020/9/17,2043,4313300,12.27,29.14,-4.14,3.36,4.41,25.44,105.37
2020/9/18,2055,2551400,12.25,29.26,-4.11,3.31,4.43,25.42,105.06
2020/9/23,2064,1666100,12.22,29.39,-4.07,3.27,4.44,25.4,104.84
2020/9/24,2079,2069500,12.2,29.51,-4.04,3.23,4.45,25.38,105.1
2020/9/25,2042,2219200,12.17,29.63,-4,3.18,4.46,25.36,105.43
2020/9/28,2094,2065500,12.15,29.75,-3.97,3.14,4.48,25.34,105.57
2020/9/29,2089,1378500,12.12,29.88,-3.93,3.09,4.49,25.32,105.36
2020/9/30,2065,1487800,12.1,30,-3.9,3.05,4.5,25.3,105.36
2020/10/2,2034,1316800,12.11,29.82,-3.89,3.01,4.51,25.28,105.81
2020/10/5,2063,1130800,12.12,29.65,-3.88,2.96,4.52,25.26,105.55
2020/10/6,2060,1082200,12.12,29.47,-3.87,2.92,4.54,25.24,105.57
2020/10/7,2049,1146300,12.13,29.29,-3.86,2.87,4.55,25.22,105.6
2020/10/8,2048,1089100,12.14,29.11,-3.85,2.83,4.56,25.2,105.66
2020/10/9,2025,1367500,12.15,28.94,-3.84,2.79,4.57,25.18,105.7
2020/10/12,2022,639000,12.16,28.76,-3.83,2.74,4.59,25.16,106.07
2020/10/13,2024,849100,12.16,28.58,-3.82,2.7,4.6,25.14,105.98
2020/10/14,2040,1069000,12.17,28.4,-3.81,2.66,4.61,25.12,105.64
2020/10/15,2026,610600,12.18,28.23,-3.8,2.61,4.62,25.1,105.37
2020/10/16,2028,840600,12.19,28.05,-3.79,2.57,4.64,25.08,105.43
2020/10/19,2034,532100,12.2,27.87,-3.78,2.52,4.65,25.06,105.26
2020/10/20,2020,697200,12.2,27.69,-3.77,2.48,4.66,25.04,105.35
2020/10/21,2026,963000,12.21,27.52,-3.76,2.44,4.67,25.02,105.4
2020/10/22,2008,875300,12.22,27.34,-3.75,2.39,4.68,25,105.59
2020/10/23,1997,715800,12.23,27.16,-3.75,2.35,4.7,24.99,105.41
2020/10/26,1992,600700,12.24,26.98,-3.74,2.3,4.71,24.97,104.62
2020/10/27,2009,842300,12.25,26.81,-3.73,2.26,4.72,24.95,104.74
2020/10/28,2027,831300,12.25,26.63,-3.72,2.22,4.73,24.93,104.68
2020/10/29,2024,819200,12.26,26.45,-3.71,2.17,4.75,24.91,104.77
2020/10/30,2006,1147200,12.27,26.27,-3.7,2.13,4.76,24.89,104.47
2020/11/2,2061,1539200,12.28,26.1,-3.69,2.09,4.77,24.87,104.4
2020/11/4,2065,1648000,12.29,25.92,-3.68,2.04,4.78,24.85,104.6
2020/11/5,2206,4079500,12.29,25.74,-3.67,2,4.8,24.83,104.76
2020/11/6,2194,1838200,12.3,25.56,-3.66,1.95,4.81,24.81,104.54
2020/11/9,2185,1634500,12.31,25.39,-3.65,1.91,4.82,24.79,104.3
2020/11/10,2086,2562400,12.32,25.21,-3.64,1.87,4.83,24.77,103.69
2020/11/11,2154,1982400,12.33,25.03,-3.63,1.82,4.84,24.75,103.34
2020/11/12,2161,1374300,12.33,24.85,-3.62,1.78,4.86,24.73,105.18
2020/11/13,2143,1372800,12.34,24.68,-3.61,1.73,4.87,24.71,105.13
2020/11/16,2166,1191700,12.35,24.5,-3.6,1.69,4.88,24.69,105.43
2020/11/17,2122,1417500,12.36,24.32,-3.59,1.65,4.89,24.67,104.98
2020/11/18,2128,1042900,12.37,24.15,-3.58,1.6,4.91,24.65,104.69
2020/11/19,2160,1387900,12.37,23.97,-3.57,1.56,4.92,24.63,104.46
2020/11/20,2186,1282800,12.38,23.79,-3.56,1.52,4.93,24.61,104.09
2020/11/24,2180,1600700,12.39,23.61,-3.55,1.47,4.94,24.59,103.85
2020/11/25,2143,1517300,12.4,23.44,-3.54,1.43,4.95,24.57,103.89
2020/11/26,2159,1264700,12.41,23.26,-3.53,1.38,4.97,24.55,104.59
2020/11/27,2164,1811900,12.41,23.08,-3.52,1.34,4.98,24.53,104.51
2020/11/30,2086,2859600,12.42,22.9,-3.51,1.3,4.99,24.51,104.34
2020/12/1,2164,1955700,12.43,22.73,-3.5,1.25,5,24.49,104.15
2020/12/2,2141,1707200,12.44,22.55,-3.49,1.21,5.02,24.47,103.89
2020/12/3,2128,1377800,12.45,22.37,-3.48,1.16,5.03,24.45,104.28
2020/12/4,2141,999600,12.45,22.19,-3.47,1.12,5.04,24.43,104.36
2020/12/7,2147,1097700,12.46,22.02,-3.46,1.08,5.05,24.41,104.5
2020/12/8,2133,937700,12.47,21.84,-3.45,1.03,5.07,24.4,103.83
2020/12/9,2147,1055000,12.48,21.66,-3.45,0.99,5.08,24.38,104.11
2020/12/10,2159,1305900,12.49,21.48,-3.44,0.95,5.09,24.36,104.06
2020/12/11,2243,2840900,12.5,21.31,-3.43,0.9,5.1,24.34,104.16
2020/12/14,2257,1793100,12.5,21.13,-3.42,0.86,5.11,24.32,104.29
2020/12/15,2254,1116300,12.51,20.95,-3.41,0.81,5.13,24.3,104.03
2020/12/16,2262,927900,12.52,20.77,-3.4,0.77,5.14,24.28,104.05
2020/12/17,2267,979400,12.53,20.6,-3.39,0.73,5.15,24.26,104.12
2020/12/18,2222,2182000,12.54,20.42,-3.38,0.68,5.16,24.24,103.73
2020/12/21,2197,1446900,12.54,20.24,-3.37,0.64,5.18,24.22,103.44
2020/12/22,2164,1010600,12.55,20.06,-3.36,0.59,5.19,24.2,103.26
2020/12/23,2122,1870100,12.56,19.89,-3.35,0.55,5.2,24.18,103.38
2020/12/24,2152,1252000,12.57,19.71,-3.34,0.51,5.21,24.16,103.31
2020/12/25,2159,836100,12.58,19.53,-3.33,0.46,5.23,24.14,103.64
2020/12/28,2187,1194000,12.58,19.35,-3.32,0.42,5.24,24.12,103.6
2020/12/29,2219,1573500,12.59,19.18,-3.31,0.38,5.25,24.1,103.48
2020/12/30,2236,1436900,12.6,19,-3.3,0.33,5.26,24.08,103.62
2021/1/4,2232,1009900,12.57,18.92,-3.29,0.29,5.27,24.06,103.8
2021/1/5,2258,1546600,12.54,18.84,-3.28,0.24,5.29,24.04,103.52
2021/1/6,2212,2035200,12.5,18.76,-3.27,0.2,5.3,24.02,102.68
2021/1/7,2219,2192500,12.47,18.68,-3.25,0.16,5.31,24,103.01
2021/1/8,2296,2768000,12.44,18.6,-3.24,0.11,5.32,23.98,103.85
2021/1/12,2314,2663500,12.41,18.52,-3.23,0.07,5.34,23.96,104.23
2021/1/13,2307,1882900,12.37,18.44,-3.22,0.02,5.35,23.94,103.69
2021/1/14,2357,2184900,12.34,18.35,-3.21,-0.02,5.36,23.92,103.95
2021/1/15,2352,1847200,12.31,18.27,-3.2,-0.06,5.37,23.9,103.84
2021/1/18,2395,1645000,12.28,18.19,-3.19,-0.11,5.39,23.88,103.8
2021/1/19,2397,1461500,12.25,18.11,-3.18,-0.15,5.4,23.86,103.74
2021/1/20,2365,1268800,12.21,18.03,-3.16,-0.2,5.41,23.84,103.93
2021/1/21,2363,1508000,12.18,17.95,-3.15,-0.24,5.42,23.82,103.62
2021/1/22,2350,1874600,12.15,17.87,-3.14,-0.28,5.43,23.8,103.54
2021/1/25,2339,1157300,12.12,17.79,-3.13,-0.33,5.45,23.79,103.84
2021/1/26,2352,1630800,12.08,17.71,-3.12,-0.37,5.46,23.77,103.75
2021/1/27,2371,2360900,12.05,17.63,-3.11,-0.41,5.47,23.75,103.69
2021/1/28,2345,5824100,12.02,17.55,-3.1,-0.46,5.48,23.73,104.28
2021/1/29,2365,1825800,11.99,17.47,-3.09,-0.5,5.5,23.71,104.48
2021/2/1,2241,3980500,11.95,17.39,-3.07,-0.55,5.51,23.69,104.7
2021/2/2,2203,3178400,11.92,17.31,-3.06,-0.59,5.52,23.67,104.89
2021/2/3,2219,1952000,11.89,17.23,-3.05,-0.63,5.53,23.65,105.04
2021/2/4,2176,2137000,11.86,17.15,-3.04,-0.68,5.55,23.63,105.04
2021/2/5,2147,3260800,11.83,17.06,-3.03,-0.72,5.56,23.61,105.55
2021/2/8,2197,2947500,11.79,16.98,-3.02,-0.77,5.57,23.59,105.55
2021/2/9,2189,1407700,11.76,16.9,-3.01,-0.81,5.58,23.57,105.18
2021/2/10,2227,1718000,11.73,16.82,-3,-0.85,5.59,23.55,104.62
