Date,äîâø,èoóàçÇ,îÑè„çÇâcã∆óòâvó¶,âcã∆óòâvê¨í∑ó¶,îÑè„çÇê¨í∑ó¶,òJì≠ê∂éYê´ê¨í∑ó¶,ìäâ∫éëñ{óòâvó¶,å§ãÜäJî≠î‰ó¶,à◊ë÷ÉåÅ[Ég
2023/10/18,5711,1413500,11.22,3.81,4.65,8.21,8.39,19.6,149.59
2023/10/19,5577,1481200,11.22,3.88,4.68,8.2,8.39,19.61,149.85
2023/10/20,5565,1175400,11.23,3.95,4.71,8.2,8.39,19.61,149.89
2023/10/23,5560,937600,11.24,4.01,4.74,8.19,8.39,19.61,149.97
2023/10/24,5610,1334500,11.25,4.08,4.77,8.18,8.39,19.62,149.89
2023/10/25,5609,771600,11.26,4.15,4.8,8.18,8.38,19.62,149.8
2023/10/26,5533,1061900,11.27,4.22,4.83,8.17,8.38,19.62,149.99
2023/10/27,5511,1611100,11.28,4.28,4.85,8.16,8.38,19.63,150.25
2023/10/30,5400,2303300,11.29,4.35,4.88,8.16,8.38,19.63,150.44
2023/10/31,5480,1647700,11.29,4.42,4.91,8.15,8.38,19.63,149.86
2023/11/1,5589,1647900,11.3,4.49,4.94,8.14,8.38,19.64,149.86
2023/11/2,5641,1357500,11.31,4.55,4.97,8.14,8.38,19.64,151.49
2023/11/6,5982,3051600,11.32,4.62,5,8.13,8.38,19.65,150.62
2023/11/7,5371,6998100,11.33,4.69,5.03,8.12,8.38,19.65,149.67
2023/11/8,5369,3191400,11.34,4.76,5.06,8.12,8.38,19.65,150.11
2023/11/9,5500,2287500,11.35,4.82,5.09,8.11,8.38,19.66,150.67
2023/11/10,5600,2095400,11.36,4.89,5.12,8.1,8.38,19.66,151.08
2023/11/13,5736,2171000,11.36,4.96,5.15,8.1,8.37,19.66,151.43
2023/11/14,5654,4059100,11.37,5.03,5.18,8.09,8.37,19.67,151.71
2023/11/15,5700,2405700,11.38,5.09,5.2,8.08,8.37,19.67,151.77
2023/11/16,5673,1984300,11.39,5.16,5.23,8.08,8.37,19.68,150.7
2023/11/17,5688,1851500,11.4,5.23,5.26,8.07,8.37,19.68,151.34
2023/11/20,5633,5582700,11.41,5.3,5.29,8.06,8.37,19.68,150.77
2023/11/21,5533,5780600,11.42,5.36,5.32,8.06,8.37,19.69,149.95
2023/11/22,5573,3276700,11.42,5.43,5.35,8.05,8.37,19.69,148.19
2023/11/24,5560,2404400,11.43,5.5,5.38,8.04,8.37,19.69,148.3
2023/11/27,5574,2201200,11.44,5.57,5.41,8.04,8.37,19.7,149.64
2023/11/28,5642,9537500,11.45,5.63,5.44,8.03,8.37,19.7,149.53
2023/11/29,5504,3136200,11.46,5.7,5.47,8.02,8.37,19.7,148.14
2023/11/30,5526,3289400,11.47,5.77,5.5,8.02,8.36,19.71,146.87
2023/12/1,5533,1443500,11.48,5.84,5.53,8.01,8.36,19.71,147.09
2023/12/4,5480,1469900,11.49,5.9,5.55,8,8.36,19.72,147.86
2023/12/5,5501,2262600,11.49,5.97,5.58,8,8.36,19.72,146.39
2023/12/6,5557,1668700,11.5,6.04,5.61,7.99,8.36,19.72,147.15
2023/12/7,5538,1362000,11.51,6.11,5.64,7.99,8.36,19.73,147.23
2023/12/8,5273,3017100,11.52,6.17,5.67,7.98,8.36,19.73,147.16
2023/12/11,5309,1803400,11.53,6.24,5.7,7.97,8.36,19.73,143.14
2023/12/12,5311,1483600,11.54,6.31,5.73,7.97,8.36,19.74,145.39
2023/12/13,5284,1104600,11.55,6.38,5.76,7.96,8.36,19.74,145.83
2023/12/14,5132,2655900,11.56,6.44,5.79,7.95,8.36,19.75,145.67
2023/12/15,5083,4423400,11.56,6.51,5.82,7.95,8.36,19.75,142.53
2023/12/18,5062,2087500,11.57,6.58,5.85,7.94,8.35,19.75,142.45
2023/12/19,5257,1784900,11.58,6.65,5.88,7.93,8.35,19.76,142.16
2023/12/20,5466,2824400,11.59,6.71,5.9,7.93,8.35,19.76,142.71
2023/12/21,5420,1568100,11.6,6.78,5.93,7.92,8.35,19.76,144.04
2023/12/22,5399,1335000,11.61,6.85,5.96,7.91,8.35,19.77,143.51
2023/12/25,5368,523400,11.62,6.92,5.99,7.91,8.35,19.77,142.34
2023/12/26,5388,791400,11.63,6.98,6.02,7.9,8.35,19.78,142.2
2023/12/27,5436,1138300,11.63,7.05,6.05,7.89,8.35,19.78,142.21
2023/12/28,5452,791400,11.64,7.12,6.08,7.89,8.35,19.78,142.73
2023/12/29,5440,965700,11.65,7.19,6.11,7.88,8.35,19.79,141.88
2024/1/4,5496,1679800,11.66,7.25,6.14,7.87,8.35,19.79,141.82
2024/1/5,5516,1190500,11.69,7.32,6.17,7.87,8.35,19.79,143.44
2024/1/9,5571,1348800,11.71,7.39,6.2,7.86,8.35,19.8,144.97
2024/1/10,5690,1967200,11.74,7.46,6.23,7.85,8.34,19.8,143.95
2024/1/11,5824,2515700,11.76,7.52,6.25,7.85,8.34,19.8,145.63
2024/1/12,5808,2637200,11.79,7.59,6.28,7.84,8.34,19.81,145.32
2024/1/15,5800,319000,11.81,7.66,6.31,7.83,8.34,19.81,145.15
2024/1/16,5843,1243400,11.84,7.73,6.34,7.83,8.34,19.82,145.92
2024/1/17,5801,401200,11.86,7.79,6.37,7.82,8.34,19.82,147.44
2024/1/18,5860,665700,11.89,7.86,6.4,7.81,8.34,19.82,148.23
2024/1/19,5908,683081,11.91,7.95,6.43,7.84,8.35,19.82,148.2
2024/1/22,6145,700463,11.94,8.04,6.46,7.87,8.37,19.83,148.17
2024/1/23,6169,717844,11.96,8.13,6.49,7.9,8.38,19.83,148.17
2024/1/24,6022,735225,11.99,8.21,6.52,7.93,8.4,19.84,148.16
2024/1/25,6066,752606,12.01,8.3,6.55,7.95,8.41,19.84,147.85
2024/1/26,5925,769988,12.04,8.39,6.58,7.98,8.42,19.84,147.65
2024/1/29,6012,787369,12.06,8.48,6.6,8.01,8.44,19.85,148.28
2024/1/30,6000,804750,12.09,8.57,6.63,8.04,8.45,19.85,147.38
2024/1/31,6087,822131,12.11,8.66,6.66,8.07,8.46,19.85,147.55
2024/2/1,6012,1869500,12.14,8.74,6.69,8.1,8.48,19.86,146.84
2024/2/2,6000,1365600,12.17,8.83,6.72,8.13,8.49,19.86,146.48
2024/2/5,6053,1469900,12.19,8.92,6.75,8.16,8.51,19.87,148.79
2024/2/6,5993,2331900,12.22,9.01,6.78,8.19,8.52,19.87,148.69
2024/2/7,5658,4417800,12.24,9.1,6.81,8.22,8.53,19.87,147.88
2024/2/8,5770,2650100,12.27,9.19,6.84,8.24,8.55,19.88,148.16
2024/2/9,5736,1946600,12.29,9.27,6.87,8.27,8.56,19.88,149.53
2024/2/13,5873,1937900,12.32,9.36,6.9,8.3,8.57,19.88,149.39
2024/2/14,5717,2550500,12.34,9.45,6.93,8.33,8.59,19.89,150.67
2024/2/15,,995944,12.37,9.54,6.95,8.36,8.6,19.89,150.67
2024/2/16,,1013325,12.39,9.63,6.98,8.39,8.62,19.9,150.67
2024/2/19,,1030706,12.42,9.72,7.01,8.42,8.63,19.9,150.67
2024/2/20,,1048088,12.44,9.8,7.04,8.45,8.64,19.9,150.67
2024/2/21,,1065469,12.47,9.89,7.07,8.48,8.66,19.91,150.67
2024/2/22,,1082850,12.49,9.98,7.1,8.51,8.67,19.91,150.67
2024/2/26,,1100231,12.52,10.07,7.13,8.53,8.68,19.91,150.67
2024/2/27,,1117613,12.54,10.16,7.16,8.56,8.7,19.92,150.67
2024/2/28,,1134994,12.57,10.25,7.19,8.59,8.71,19.92,150.67
2024/2/29,,1152375,12.59,10.33,7.22,8.62,8.73,19.93,150.67
2024/3/1,,1169756,12.62,10.42,7.25,8.65,8.74,19.93,150.67
2024/3/4,,1187138,12.65,10.51,7.28,8.68,8.75,19.93,150.67
2024/3/5,,1204519,12.67,10.6,7.3,8.71,8.77,19.94,150.67
2024/3/6,,1204519,12.68,10.63,7.31,8.72,8.77,19.94,150.67
2024/3/7,,1204519,12.69,10.66,7.32,8.73,8.78,19.94,150.67
2024/3/8,,1221900,12.7,10.69,7.33,8.74,8.78,19.94,150.67
2024/3/9,,1239281,12.72,10.78,7.36,8.77,8.79,19.94,150.67
2024/3/10,,1256663,12.75,10.86,7.39,8.79,8.81,19.95,150.67
2024/3/11,,1274044,12.77,10.95,7.42,8.82,8.82,19.95,150.67
2024/3/12,,1291425,12.8,11.04,7.45,8.85,8.84,19.96,150.67
2024/3/13,,1308806,12.82,11.13,7.48,8.88,8.85,19.96,150.67
2024/3/14,,1326188,12.85,11.22,7.51,8.91,8.86,19.96,150.67
2024/3/15,,1343569,12.87,11.31,7.54,8.94,8.88,19.97,150.67
2024/3/18,,1360950,12.9,11.39,7.57,8.97,8.89,19.97,150.67
2024/3/19,,1378331,12.92,11.48,7.6,9,8.9,19.97,150.67
2024/3/21,,1395713,12.95,11.57,7.63,9.03,8.92,19.98,150.67
2024/3/22,,1413094,12.97,11.66,7.65,9.06,8.93,19.98,150.67
2024/3/25,,1430475,13,11.75,7.68,9.08,8.95,19.99,150.67
2024/3/26,,1447856,13.02,11.84,7.71,9.11,8.96,19.99,150.67
2024/3/27,,1465238,13.05,11.92,7.74,9.14,8.97,19.99,150.67
2024/3/28,,1482619,13.07,12.01,7.77,9.17,8.99,20,150.67
2024/3/29,,1500000,13.1,12.1,7.8,9.2,9,20,150.67
